,QUEST_ID,cluster_k_8,cluster_k_21,cluster_k_8_name,cluster_k_21_name,CITY,QUEST,DESCRIPTION_SHORT,SMART_CATEGORIES,SORT_DEFAULT
5391,14931,0,0,Мистика,Мистика (чистая),Екатеринбург,Астрал,Экстрасенсы клуба «Астрал» владеют даром проникать в потусторонний мир...,"[
  ""Мистика""
]",-884800.0
5392,23084,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Сыктывкар,Кернел: бункер,"Две команды сталкиваются на территории заброшенного бункера, где происходит необычная аномалия","[
  ""Виртуальная реальность""
]",-884800.0
5393,23806,5,9,Прочее,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Санкт-Петербург,Бункер. Зомби-апокалипсис,Решитесь бросить вызов своре голодных зомби или станете одним из них?,"[
  ""Бункер"",
  ""Зомби"",
  ""Постапокалиптический мир""
]",
5394,21728,2,3,Хоррор,Хоррор (чистый),Тольятти,Очень странный квест,"Вы не сможете понять, что за странные события здесь происходят","[
  ""Хоррор""
]",-84800.0
5395,18288,2,20,Хоррор,Виртуальная реальность Хоррор,Краснодар,Paranormal Activity: the Lost Soul,Убегайте и прячьтесь от неизвестной сущности. Ваша жизнь находится в ваших руках!,"[
  ""Виртуальная реальность"",
  ""Игры по фильмам"",
  ""Хоррор""
]",-84800.0
5396,15416,6,5,Исторические,Исторические,Санкт-Петербург,Петербург революционный,Пройдите по местам революционного Петербурга от поражения первой революции до краха Российской империи,"[
  ""Исторические""
]",-884800.0
5397,23750,5,19,Прочее,Приключения Головоломки,Кемерово,Ловушка на окраине,"В нашем городе часто ходили слухи, что на окраине леса, за городом, есть старая хижина!","[
  ""Головоломки"",
  ""Древние легенды"",
  ""Магия"",
  ""Ритуалы""
]",
5398,17604,4,7,Фентези,Фентези с Играми по фильмам,Сыктывкар,Хоббит: опасное путешествие,"Вы – команда отважных хоббитов, которым поручили найти потерянное кольцо и доставить его старому волшебнику","[
  ""Игры по фильмам"",
  ""Фэнтези""
]",-84800.0
5399,18054,2,3,Хоррор,Хоррор (чистый),Калининград,"Закрыто, входите",Поздравляем с принятием на практику в нашу психиатрическую больницу номер семь,"[
  ""Хоррор""
]",-84800.0
5400,8290,4,7,Фентези,Фентези с Играми по фильмам,Москва,Алиса: безумное чаепитие,"Вы отправляетесь в волшебную страну, чтобы спасти ее, найти украденные секунды, починить хронограф и помирить Шляпника со Временем","[
  ""Волшебные существа"",
  ""Игры по книгам"",
  ""Игры по фильмам"",
  ""Квесты про Алису"",
  ""Магия"",
  ""Приключения"",
  ""Сказки"",
  ""Фэнтези""
]",55204.0
5401,5259,0,3,Мистика,Хоррор (чистый),Кострома,Silent Hill,"Покрытый пеплом город манит своей загадочностью, но одновременно пробуждает тревогу и страхи... Крайне важно избежать паники – грань очень тонка...","[
  ""Игры по фильмам"",
  ""Мистика"",
  ""Хоррор""
]",-84353.0
5402,23758,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Самара,Наемники,"Действия игры развиваются в недалеком будущем, где в мире царит хаос","[
  ""Виртуальная реальность""
]",
5403,8020,5,19,Прочее,Приключения Головоломки,Череповец,Убежище сталкера 2. Возвращение,"Вы – команда сталкеров, исследователи зоны отчуждения Чернобыльской АЭС, искатели таинственных артефактов","[
  ""Выживание"",
  ""Постапокалиптический мир"",
  ""Приключения"",
  ""Расследования"",
  ""Спасение мира"",
  ""Триллер""
]",52217.0
5404,10790,0,3,Мистика,Хоррор (чистый),Тверь,Мертвый лес,Вас охватывает необузданный страх! Что здесь происходит?,"[
  ""Маньяки"",
  ""Мистика"",
  ""Хоррор""
]",11297.0
5405,19394,0,3,Мистика,Хоррор (чистый),Чебоксары,Квартира 404,Команда друзей решает снять квартиру и приходит на ее осмотр. Но квартира и ее владелец оказываются очень странными...,"[
  ""Мистика"",
  ""Хоррор""
]",15791.0
5406,10632,5,16,Прочее,Музеи,Воронеж,Веселая страна Фольклория,В страну Фольклорию вас приглашает Мария Николаевна Мордасова – частушечная прима,"[
  ""Музеи""
]",-884800.0
5407,19790,2,3,Хоррор,Хоррор (чистый),Новый Уренгой,Психбольница,От едкого запаха медицинских препаратов вы открываете глаза...,"[
  ""Хоррор""
]",-84786.0
5408,20444,3,8,Игры по фильмам,Игры по фильмам (чистые),Самара,Уэнсдей,"Чтобы поступить в академию Невермор, Уэнсдей призвала вас на помощь","[
  ""Игры по фильмам""
]",-884800.0
5409,21002,0,8,Мистика,Игры по фильмам (чистые),Оренбург,Уэнсдей. Тайны академии Nevermore,"Уэнсдей снова расследует что-то странное. На этот раз нужно выяснить, кто наложил проклятие на Nevermore и как обратить темные силы вспять","[
  ""Игры по фильмам"",
  ""Мистика""
]",-84544.0
5410,22908,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Москва,Дом на окраине,"Смело шагните в мир тайн и страха, но будьте осторожны","[
  ""Детектив или шпионаж"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома"",
  ""Расследования"",
  ""Триллер"",
  ""Хоррор""
]",56833.0
5411,12616,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Москва,Одним глазком,"Кажется, что спасение найдено, но что-то заставляет вас волноваться еще больше...","[
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Сказки"",
  ""Фэнтези"",
  ""Хоррор""
]",55249.0
5412,20719,2,17,Хоррор,Хоррор Триллер Выживание,Казань,Не дыши,"У вас огромные долги, единственная надежда – обокрасть гараж ничем не примечательного человека","[
  ""Головоломки"",
  ""Игры по фильмам"",
  ""Криминал"",
  ""Маньяки"",
  ""Ограбление"",
  ""Расследования"",
  ""Триллер"",
  ""Хоррор""
]",52527.0
5413,19550,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Челябинск,Pavlov,"Мультиплеерный шутер, выполненный в стиле игры Counter-Strike","[
  ""Виртуальная реальность""
]",-884800.0
5414,9733,0,10,Мистика,Детектив и Шпионаж,Сургут,Спиритический сеанс,"Вам предстоит вызвать дух покойного лорда и пообщаться с ним, защитить родственника от клеветы и выяснить шокирующие подробности жизни своего друга, вместе с детективом допросить всех подозреваемых, сложить воедино все детали","[
  ""Детектив или шпионаж"",
  ""Мистика""
]",-884800.0
5415,5536,0,8,Мистика,Игры по фильмам (чистые),Владивосток,Вий,Сможете побороть свой страх или вам придется столкнуться с нечистой силой?,"[
  ""Игры по фильмам"",
  ""Мистика""
]",-84929.0
5416,23620,4,14,Фентези,Фентези (чистое),Краснодар,Темный лес,Верните солнце в лес!,"[
  ""Ведьмы"",
  ""Волшебные существа"",
  ""Фэнтези""
]",
5417,21880,7,14,Виртуальная реальность,Фентези (чистое),Томск,Blade and Sorcery,"Cредневековая фэнтезийная песочница, где игроки могут использовать рукопашный бой, дальний бой и магию","[
  ""Виртуальная реальность"",
  ""Фэнтези""
]",-884800.0
5418,21986,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Мурманск,Half-Life: Alyx,"Это история невозможной борьбы с жестокой расой пришельцев, известной как Альянс","[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",-84800.0
5419,23035,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Петропавловск-Камчатский,Cubes,"Вот он – прекрасный свободный мир, созданный из кубиков. Неужели кто-то решится покуситься на эту идиллию?","[
  ""Виртуальная реальность""
]",-884800.0
5420,23572,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Ярославль,The Walking Dead,События разворачиваются во вселенной «Ходячих мертвецов»,"[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Хоррор""
]",
5421,9052,6,19,Исторические,Приключения Головоломки,Новокузнецк,Мумия,Сними древние чары фараона!,"[
  ""Древние легенды"",
  ""Древний Египет"",
  ""Исторические"",
  ""Приключения""
]",54924.0
5422,2530,0,3,Мистика,Хоррор (чистый),Оренбург,Тайны инквизиции,"Вы попадете в средние века – самый расцвет Испанской инквизиции. Вас бросят в казематы Святой инквизиции и через час подвергнут настоящим пыткам, если вам не удастся сбежать","[
  ""Мистика"",
  ""Тюрьма"",
  ""Хоррор""
]",54862.0
5423,21289,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Курган,Pavlov,"Мультиплеерный шутер, выполненный в стиле игры Counter-Strike","[
  ""Виртуальная реальность""
]",-884800.0
5424,7191,5,13,Прочее,Нет выраженной тематики,Екатеринбург,Побег Гудини,"Гарри Гудини – знаменитый фокусник и иллюзионист, однажды, перед началом гастрольного тура по России попросил его запереть в одной из самых охраняемых и защищенных камер тюрьмы","[
  ""Романтика""
]",-84427.0
5425,15520,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Москва,Обитель проклятых,"И раздастся над землей плач, и живые позавидуют мертвым...","[
  ""Демоны"",
  ""Мистика"",
  ""Психлечебницы"",
  ""Триллер"",
  ""Хоррор""
]",58531.0
5426,1798,6,5,Исторические,Исторические,Нижний Новгород,В поисках сокровищ тамплиеров,Найти сокровища и выбраться на свободу или пропасть в старых подземельях? Выбор за вами!,"[
  ""Исторические"",
  ""Приключения"",
  ""Романтика""
]",-84770.0
5427,17547,5,18,Прочее,Тюрьма,Мытищи,Подстава,«Это подстава!» – пульсирует в моей голове. «Срочно бежать! Скорее на поиски выхода!»,"[
  ""Тюрьма""
]",-84792.0
5428,19759,4,14,Фентези,Фентези (чистое),Коломна,Геншин. В поисках лиры,Город свободы в опасности! Еще немного и он будет уничтожен таинственным драконом...,"[
  ""Фэнтези""
]",-884800.0
5429,10608,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Волгодонск,Шепот: последний ритуал,В январе 1999 года был задержан молодой человек по подозрению в убийстве своих друзей,"[
  ""Детектив или шпионаж"",
  ""Журналистика"",
  ""Кошмары"",
  ""Криминал"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Расследования"",
  ""Ритуалы""
]",-984786.0
5430,22235,0,8,Мистика,Игры по фильмам (чистые),Раменское,Wednesday,Академия Nevermore открывает свои двери для всех желающих стать ее студентами,"[
  ""Игры по фильмам"",
  ""Мистика""
]",-884800.0
5431,23237,4,14,Фентези,Фентези (чистое),Ростов-на-Дону,Dragon Tower (пр-т Космонавтов),Сможете ли вы выбраться из башни и выйти победителем из этой схватки?,"[
  ""Виртуальная реальность"",
  ""Волшебные существа"",
  ""Магия"",
  ""Средневековье"",
  ""Фэнтези""
]",-984800.0
5432,10864,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Новосибирск,Дракула. Kids,"Каждый ребенок хотел бы побывать в замке графа Дракулы, да еще и отгадать загадки многовековой давности...","[
  ""Вампиры"",
  ""Мистика"",
  ""Проклятые или заброшенные дома"",
  ""Сказки"",
  ""Фэнтези""
]",53907.0
5433,12459,1,11,Научная Фантастика,Научная фантастика (чистая),Ярославль,Новые миры,Освоение космоса – одна из самых главных миссий человечества. Мы отправляемся с секретным заданием на далекую оранжевую планету Зигубуб,"[
  ""Научная фантастика""
]",42518.0
5434,3227,2,3,Хоррор,Хоррор (чистый),Калуга,Логово 2,Сможете ли вы найти выход из его логова и добраться до него живыми? Все зависит только от вас!,"[
  ""Маньяки"",
  ""Хоррор""
]",-84808.0
5435,22583,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Ульяновск,Cubes,"Вот он – прекрасный свободный мир, созданный из кубиков","[
  ""Виртуальная реальность""
]",-884800.0
5436,10448,4,7,Фентези,Фентези с Играми по фильмам,Санкт-Петербург,Лавка древностей,"Сюжет развивается на Лютном переулке, где располагается много странных магазинчиков","[
  ""Волшебник Гарри"",
  ""Головоломки"",
  ""Игры по книгам"",
  ""Игры по фильмам"",
  ""Магия"",
  ""Мистика"",
  ""Романтика"",
  ""Фэнтези""
]",53600.0
5437,19035,0,13,Мистика,Нет выраженной тематики,Москва,Клиника безумия,"Все началось несколько лет назад, когда по городу разнеслась новость о том, что пропала девочка по имени Лиза Смирнова","[
  ""Журналистика"",
  ""Криминал"",
  ""Мистика"",
  ""Психлечебницы"",
  ""Расследования""
]",54481.0
5438,17190,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Тамбов,Pavlov,"Это многопользовательский шутер от первого лица, в основе которого заложена идея о противостоянии двух команд","[
  ""Виртуальная реальность""
]",-884800.0
5439,17013,4,10,Фентези,Детектив и Шпионаж,Дзержинск,Волшебные земли Хогсмида,В волшебных землях Хогсмида настали тяжелые времена,"[
  ""Детектив или шпионаж"",
  ""Фэнтези""
]",-884800.0
5440,7454,0,0,Мистика,Мистика (чистая),Казань,Спиритический сеанс,"Убит лорд Корнуэлл. Полиция не может понять, кто убийца. Родственников убитого собирают на спиритический сеанс. Мистика или логика? Обман или истина? Тише! Зажгите свечи. Возьмитесь за руки. Пламя свечи колеблется. Дух лорда здесь...","[
  ""Мистика""
]",-884800.0
5441,10781,4,7,Фентези,Фентези с Играми по фильмам,Новосибирск,Путешествие в Хогвартс,Вместе со своими друзьями и любимыми героями ты отправишься в школу чародейства и волшебства!,"[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
5442,15573,4,4,Фентези,Приключения,Воронеж,Эльфея. Наследие дракона,"Ребятам предстоит разгадать послание мудрого дракона, побывать в королевстве волшебных зеркал, решить множество головоломок","[
  ""Приключения"",
  ""Фэнтези""
]",-884800.0
5443,3372,2,17,Хоррор,Хоррор Триллер Выживание,Санкт-Петербург,Хардкор,Время игр закончено. Пришло время «Хардкора»,"[
  ""Выживание"",
  ""Маньяки"",
  ""Триллер"",
  ""Хоррор""
]",47683.0
5444,19489,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Сочи,Киберпанк,Начало 22-го века. Общество рухнуло в условиях стремительного технического прогресса,"[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",-84800.0
5445,18368,3,8,Игры по фильмам,Игры по фильмам (чистые),Курган,Веселый мир покемона Пикачу,Все хотят поиграть с этим подвижным и любопытным покемоном,"[
  ""Игры по фильмам""
]",-884800.0
5446,15571,5,15,Прочее,Ограбление,Воронеж,"Бриллиант 23,8 карат","Знаете ли вы, что парк аттракционов хранит множество секретов и легенд. Слышали ли вы, например, о бриллианте в 23,8 карат?","[
  ""Ограбление""
]",-884800.0
5447,23775,2,12,Хоррор,Опасные эксперименты (иногда с выживанием и хоррором),Нижний Новгород,Запретная зона,Вы просыпаетесь в разрушенной лаборатории,"[
  ""Выживание"",
  ""Современная лаборатория"",
  ""Хоррор""
]",
5448,23270,3,8,Игры по фильмам,Игры по фильмам (чистые),Набережные Челны,Дом странных детей,"Добро пожаловать в мир магии и тайн, где опасности таятся на каждом шагу!","[
  ""Игры по фильмам""
]",52391.0
5449,17335,6,5,Исторические,Исторические,Ижевск,Ижевская классика,"Вы познакомитесь с понятием «классицизм», узнаете, что такое «ордер», постараетесь найти «сандрики», прогуляетесь по старинной Троицкой улице","[
  ""Исторические""
]",-884800.0
5450,20412,5,13,Прочее,Нет выраженной тематики,Саратов,Гадкий я: секретная база,Злодей Крю похитил тайные коды и спрятал их на своей секретной базе,"[
  ""Игры по мультфильмам"",
  ""Сатира/Комедия"",
  ""Спасение мира""
]",52274.0
5451,22495,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Ижевск,After the Fall,Ваша цель – выжить в заброшенном Лос-Анджелесе,"[
  ""Виртуальная реальность"",
  ""Постапокалиптический мир""
]",-884800.0
5452,16683,5,10,Прочее,Детектив и Шпионаж,Краснодар,Шерлок. Дело № 1,"В одной семье произошел скандал: обнаружилось, что медальон, переходивший по наследству, куда-то пропал","[
  ""Детектив или шпионаж"",
  ""Криминал"",
  ""Мистика"",
  ""Расследования"",
  ""Шерлок Холмс""
]",54790.0
5453,17787,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Уфа,Huxley,"3007 год. Цивилизация людей погибла, им на смену пришли машины","[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",52115.0
5454,5068,1,11,Научная Фантастика,Научная фантастика (чистая),Омск,Marvel. Супергерои,"Вам предстоит попасть в штаб супергероев, отразить атаку и остановить вторжение","[
  ""Научная фантастика""
]",-84825.0
5455,22184,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Михайловск,Warpoint,"Собирайте команду, разрабатывайте план и почувствуйте себя участниками боевых действий!","[
  ""Виртуальная реальность""
]",-884800.0
5456,18438,3,8,Игры по фильмам,Игры по фильмам (чистые),Киров,Рапунцель,"Рапунцель и Юджин отправляются на поиски нового цветка и встречают ребят, пришедших на праздник","[
  ""Игры по фильмам""
]",-884800.0
5457,17321,3,8,Игры по фильмам,Игры по фильмам (чистые),Ижевск,Игра в кальмара,"Участников ждет встреча с куклой, сахарные соты, хождение на высоте","[
  ""Игры по фильмам""
]",-884800.0
5458,5680,3,3,Игры по фильмам,Хоррор (чистый),Белгород,Судная ночь,"За вами ведется погоня, и вы решили укрыться в неизвестном месте, думая, что там безопасно! Но не все так радужно, как вам казалось","[
  ""Игры по фильмам"",
  ""Хоррор""
]",-85095.0
5459,23795,2,17,Хоррор,Хоррор Триллер Выживание,Иваново,Пила,"Вы готовы сыграть в игру? Ты слышишь тиканье часов? Это не просто время, это обратный отсчет до твоего страшного испытания","[
  ""Выживание"",
  ""Детектив или шпионаж"",
  ""Игры по фильмам"",
  ""Кошмары"",
  ""Криминал"",
  ""Маньяки"",
  ""Расследования"",
  ""Триллер"",
  ""Хоррор""
]",
5460,23242,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Ростов-на-Дону,Space Station Tiberia (пр-т Космонавтов),Вы находитесь на космической станции. Вам предстоит взять на себя роль космонавтов и починить станцию как можно скорее,"[
  ""Виртуальная реальность"",
  ""Выживание"",
  ""Космос"",
  ""Научная фантастика""
]",-984800.0
5461,20075,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Хабаровск,After the Fall,Ваша цель – выжить в заброшенном Лос-Анджелесе,"[
  ""Виртуальная реальность"",
  ""Постапокалиптический мир""
]",-884800.0
5462,16682,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Москва,Pavlov,"Мультиплеерный шутер, созданный для виртуальной реальности и выполненный в стиле знаменитой игры Counter-Strike","[
  ""Виртуальная реальность""
]",54640.0
5463,19218,7,14,Виртуальная реальность,Фентези (чистое),Новокузнецк,Драконья башня,"Злой алхимик, голодный дракон... Этот город явно не для путешественников!","[
  ""Виртуальная реальность"",
  ""Тюрьма"",
  ""Фэнтези""
]",-84800.0
5464,15698,5,19,Прочее,Приключения Головоломки,Краснодар,Among Us,Готовы отправиться в космическое приключение?,"[
  ""Будущее"",
  ""Головоломки"",
  ""Игры по компьютерным играм"",
  ""Космос"",
  ""Научная фантастика"",
  ""Приключения"",
  ""Расследования""
]",52278.0
5465,14995,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Казань,Рождество,"Рождество под угрозой! Метель застала Санту в пути, он потерял подарки и не может найти дорогу домой…","[
  ""Виртуальная реальность""
]",-84800.0
5466,16974,3,8,Игры по фильмам,Игры по фильмам (чистые),Оренбург,Игра в кальмара,Вы стали участниками экстремального шоу! Пройдите все испытания вживую и заберите приз,"[
  ""Игры по фильмам""
]",-884518.0
5467,12013,4,7,Фентези,Фентези с Играми по фильмам,Санкт-Петербург,Школа волшебства,"Дети окажутся на месте главных героев: познакомятся с говорящей шляпой, сыграют в квиддич и получат первую волшебную палочку","[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884862.0
5468,22298,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Краснодар,Pavlov,"Мультиплеерный шутер, созданный для виртуальной реальности и выполненный в стиле знаменитой игры Counter-Strike","[
  ""Виртуальная реальность"",
  ""Исторические""
]",-884800.0
5469,19161,3,3,Игры по фильмам,Хоррор (чистый),Рыбинск,Звонок,Ваша главная задача – выбраться из дома Морган!,"[
  ""Игры по фильмам"",
  ""Хоррор""
]",-84600.0
5470,10997,0,0,Мистика,Мистика (чистая),Тула,Продавец кукол,Ваша экскурсия в загадочный дом-музей продавца кукол начинается...,"[
  ""Мистика""
]",-84342.0
5471,21242,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Вологда,Шмутер,"Собирайте бонусы, используйте особенности карты, захватывайте преимущество и уничтожайте своих противников","[
  ""Виртуальная реальность""
]",-884800.0
5472,8335,0,0,Мистика,Мистика (чистая),Калининград,Дом с привидениями,"Вам предстоит проникнуть в старый дом, где живут привидения, столкнуться с хитрыми преступниками, раскрыть тайну пропавшей экспедиции и найти древние сокровища","[
  ""Мистика""
]",-884800.0
5473,20883,0,3,Мистика,Хоррор (чистый),Ялта,Одержимость,"Вам предстоит выяснить, что случилось в тот роковой день. Да пребудет с вами сила, господа!","[
  ""Мистика"",
  ""Хоррор""
]",-84800.0
5474,22956,2,17,Хоррор,Хоррор Триллер Выживание,Краснодар,Outlast,Удастся ли тебе выбраться и выжить?,"[
  ""Игры по компьютерным играм"",
  ""Кошмары"",
  ""Монстры"",
  ""Проклятые или заброшенные дома"",
  ""Психлечебницы"",
  ""Хоррор""
]",55902.0
5475,19592,3,8,Игры по фильмам,Игры по фильмам (чистые),Пермь,Супергероиня,Квест для самых маленьких и отважных ребят,"[
  ""Игры по фильмам"",
  ""Научная фантастика""
]",-884800.0
5476,8407,2,3,Хоррор,Хоррор (чистый),Тольятти,Алисия,"Окончательно сошедший с ума доктор начал похищать людей, проводить над ними страшные опыты и дарить их дочери в качестве питомцев...","[
  ""Хоррор""
]",-84547.0
5477,11564,1,11,Научная Фантастика,Научная фантастика (чистая),Волгоград,Помощники супергероев,"Вам невероятно повезло! Раз в год агентство международной безопасности «Щ.И.Т.», где служат самые крутые супергерои планеты, проводит открытую экскурсию по своей штаб-квартире","[
  ""Научная фантастика""
]",-84757.0
5478,22147,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Бор,Among Us,Постарайтесь выжить и преодолеть обман и предательство,"[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",-884800.0
5479,19428,3,8,Игры по фильмам,Игры по фильмам (чистые),Санкт-Петербург,Последнее дело Шерлока,Всем известный сыщик Шерлок Холмс снова схлестнулся с профессором Мориарти,"[
  ""Игры по фильмам""
]",52911.0
5480,23069,1,11,Научная Фантастика,Научная фантастика (чистая),Новый Уренгой,Among Us,"В этой игре ребята становятся членами экипажа космического корабля, выполняющего различные задания","[
  ""Научная фантастика""
]",-884800.0
5481,13101,5,13,Прочее,Нет выраженной тематики,Москва,"Москва, я люблю тебя…","Три неординарные личности, три романтические и трогательные истории о любви в Москве","[
  ""Романтика""
]",-884800.0
5482,21458,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Арзамас,Superhot,"В этой игре время движется, если только вы движетесь. Уничтожайте врагов, применяя стратегию и логику во время замедления времени","[
  ""Виртуальная реальность""
]",-884800.0
5483,23110,7,20,Виртуальная реальность,Виртуальная реальность Хоррор,Выборг,The Forest,Ваш самолет разбился где-то в загадочном лесу...,"[
  ""Виртуальная реальность"",
  ""Хоррор""
]",-884800.0
5484,8764,1,11,Научная Фантастика,Научная фантастика (чистая),Екатеринбург,Город сталкеров,"Вам предстоит пробираться через ловушки, экспериментировать с артефактами, стрелять в нарушителей границы, интригами добиваться кресла мэра, найти лекарство от смертельного вируса, разоблачить инопланетян, совершить великое открытие для всего человечества","[
  ""Научная фантастика""
]",-884825.0
5485,20474,1,11,Научная Фантастика,Научная фантастика (чистая),Барнаул,Дети шпионов,Спасите мир!,"[
  ""Научная фантастика"",
  ""Шпионы"",
  ""Штаб-квартира""
]",51847.0
5486,16461,3,8,Игры по фильмам,Игры по фильмам (чистые),Волгоград,Банана-вирус,На планете бушует вирус. Из-за эпидемии гибнут банановые деревья. Необходимо принимать меры!,"[
  ""Игры по фильмам""
]",-84800.0
5487,15528,2,12,Хоррор,Опасные эксперименты (иногда с выживанием и хоррором),Ярославль,Палата,"Вы попали в заброшенную психиатрическую больницу, где 30 лет назад проводили опыты над психически нездоровыми людьми, но что-то пошло не так...","[
  ""Детектив или шпионаж"",
  ""Опасные/секретные эксперименты"",
  ""Психлечебницы"",
  ""Расследования"",
  ""Сумасшедшие"",
  ""Триллер"",
  ""Хоррор""
]",55396.0
5488,19745,3,8,Игры по фильмам,Игры по фильмам (чистые),Саранск,Игра в кальмара,Игрокам предстоит пройти все виды игр из дорамы,"[
  ""Игры по фильмам""
]",-884800.0
5489,23653,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Екатеринбург,Невинные души,"За 30 лет в штате Винвуд пропало 666 детей, сотни полицейских не могли найти убийцу","[
  ""Кошмары"",
  ""Маньяки"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома"",
  ""Хоррор""
]",
5490,17766,7,20,Виртуальная реальность,Виртуальная реальность Хоррор,Краснодар,Serious Sam,"Вам предстоит взять на себя роль крутого Сэма, непобедимого вояки!","[
  ""Виртуальная реальность"",
  ""Хоррор""
]",-884800.0
5491,18725,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Астрахань,Raw Data,"Ваша цель – проникнуть в башню корпорации, украсть как можно больше данных и выбраться живым, уничтожив Eden","[
  ""Виртуальная реальность""
]",-884800.0
5492,2139,4,7,Фентези,Фентези с Играми по фильмам,Волгоград,В поисках крестража,"Поступила информация, что где-то в районе гостиной Гриффиндора хранится крестраж, в котором заключена частичка души Темного лорда","[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-84788.0
5493,19628,2,2,Хоррор,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Москва,Амитивилль. Наследие,Готовы ли вы встретиться со своим самым жутким кошмаром наяву? Добро пожаловать в Амитивилль!,"[
  ""Журналистика"",
  ""Монстры"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома"",
  ""Расследования"",
  ""Триллер"",
  ""Хоррор""
]",54873.0
5494,17663,5,10,Прочее,Детектив и Шпионаж,Санкт-Петербург,"По следам Шерлока Холмса, или Таинственные сокровища Агры",Большая жемчужина отливала перламутром и настораживала. Каждый год в свой день рождения ты получаешь такую жемчужину от таинственного незнакомца. Кто и зачем делает это?,"[
  ""Детектив или шпионаж""
]",-884800.0
5495,20166,2,17,Хоррор,Хоррор Триллер Выживание,Оренбург,Психушка,"Заходите, не пугайтесь… Палат на всех хватит… Я не все еще занял…","[
  ""Игры по фильмам"",
  ""Маньяки"",
  ""Психлечебницы"",
  ""Сумасшедшие"",
  ""Триллер"",
  ""Хоррор""
]",54209.0
5496,5797,5,15,Прочее,Ограбление,Севастополь,Ва-банк,Попробуй себя в ограблении по-севастопольски!,"[
  ""Ограбление""
]",-84826.0
5497,21623,3,8,Игры по фильмам,Игры по фильмам (чистые),Омск,В гостях у Гэтсби,Вы побываете на вечеринке у таинственного миллионера Джея Гэтсби,"[
  ""Игры по фильмам""
]",-884800.0
5498,10614,5,10,Прочее,Детектив и Шпионаж,Коломна,Легенда Шерлока Холмса,"У вас есть ровно 60 минут, чтобы расследовать это преступление...","[
  ""Детектив или шпионаж""
]",-884800.0
5499,20483,1,11,Научная Фантастика,Научная фантастика (чистая),Москва,По ту сторону экрана,Получится ли у вас справиться с нечеловеческими испытаниями и превзойти команду соперников?,"[
  ""Научная фантастика""
]",-84792.0
5500,17989,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Северодвинск,Arizona Sunshine,"В своих отчаянных попытках найти людей вам придется пробиться сквозь орды зомби, охотящихся за вашим мозгом","[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Хоррор""
]",-884800.0
